     stop_id     |                    stop_name                     |     stop_id     |                    stop_name                     |       distance
 558979          | Nieuwerkerk ad IJssel, Kroonkruid                | 80880           | Nieuwerkerk a/d IJssel, Kroonkruid               |  0.00482252901828109
 1237960         | Arnhem, Wielewaalstraat/Hoogte 80                | 417115          | Arnhem, Wielewaalstraat/Hoogte80                 |  0.00482562172042931
 1420900         | Uden, Busstation (B)                             | 1420920         | Uden, Busstation (C)                             |  0.00483666879585422
 1377602         | Haarlem, Station D                               | 1420643         | Haarlem, Station C                               |  0.00485612810069213
 10              | Doesburg, Tunnel Angerlo                         | 417596          | Doesburg, tunnel Angerlo                         |  0.00486952075413629
 1333271         | Noordscheschut, Zwartedijkje                     | 1419897         | Noordscheschut, Zwarte Dijkje                    |  0.00491999530179281
 1330412         | Zeist, Station Driebergen-Zeist (Perron D)       | 1400575         | Zeist, Station Driebergen-Zeist (Perron E)       |  0.00494097665048016
 1421524         | Roermond, Station Perron B                       | 679287          | Roermond, Station Perron C                       |  0.00497598756399457
 1332221         | Hoogkerk, P+R Hoogkerk (Perron B)                | 980396          | Hoogkerk, P+R Hoogkerk (Perron C)                |  0.00498244785518136
 327331          | Amsterdam, G.J. Scheurleerweg                    | 560698          | Amsterdam, G.J.Scheurleerweg                     |  0.00499267065006705
 1331461         | Groningen, Hoofdstation (Perron C)               | 1331717         | Groningen, Hoofdstation (Perron M)               |   0.0049999133162622
 1217460         | Delft, TU - Kluyverpark                          | 558652          | Delft, TU Kluyverpark                            |  0.00500798624306985
 1330967         | Emmen, Station (Perron D)                        | 1331727         | Emmen, Station (Perron C)                        |  0.00500924845306169
 1333345         | Scheemda, Busstation (Perron B)                  | 1377914         | Scheemda, Busstation (Perron A)                  |  0.00501406025135258
 1059129         | Haarlem, Station                                 | 1377602         | Haarlem, Station D                               |   0.0050460945725999
 1134317         | Rotterdam, Zuidplein Perron H                    | 1134318         | Rotterdam, Zuidplein perron I                    |  0.00505282310047335
 1332687         | Assen, M.L. Kingweg (Perron D)                   | 1333857         | Assen, M.L. Kingweg (Perron A)                   |   0.0050583950479149
 1332167         | Assen, M.L. Kingweg (Perron C)                   | 1332505         | Assen, M.L. Kingweg (Perron B)                   |  0.00505839506527042
 1420499         | Reek, Mgr Borretstraat                           | 1420836         | Reek, Mgr. Borretstraat                          |   0.0050871947578324
 1333096         | Scheemda, Busstation (Perron C)                  | 656383          | Scheemda, Busstation (Perron D)                  |  0.00509064054476615
 1356134         | Utrecht, CS Jaarbeursplein (Perron G2)           | 1356135         | Utrecht, CS Jaarbeursplein (Perron G3)           |  0.00510648827755827
 1329839         | Nieuwegein, Stadscentrum (Perron C)              | 650859          | Nieuwegein, Stadscentrum (Perron D)              |  0.00511783741602915
 1238354         | Rotterdam, Rotterdam Centraal perron A           | 1241239         | Rotterdam, Rotterdam Centraal perron B           |  0.00512984749744637
 626822          | Den Helder, Station                              | NL:S:34000010   | Den Helder, Station                              |  0.00520828478628907
 644312          | Tiel, Laan van Westroyen                         | 8811            | Tiel, Laan van Westroijen                        |   0.0052255210445659
 1330484         | Amersfoort, Zorgc.De Lichtenberg                 | 672646          | Amersfoort, Zorgc. De Lichtenberg                |  0.00524014509042833
 1479335         | Vaals, Busstation Perron A                       | 1479355         | Vaals, Busstation Perron B                       |  0.00526126966208056
 1501373         | Krimpen ad IJssel, Middenwetering                | 252490          | Krimpen a/d IJssel, Middenwetering               |  0.00526346152305486
 1421427         | Venray, Station A                                | 1421486         | Venray, Station B                                |  0.00527321292031723
 1333095         | Appingedam, Busstation (Perron A)                | 1333605         | Appingedam, Busstation (Perron C)                |  0.00529552571886786
 53896           | Leiden Centraal                                  | NL:S:54447000   | Leiden, Centraal                                 |  0.00532810906799551
 1334159         | Delfzijl, Station (Perron B)                     | 1378265         | Delfzijl, Station (Perron C)                     |   0.0054005409228947
 1134374         | Nieuwerkerk ad IJssel, Bospolderstraat           | 82894           | Nieuwerkerk a/d IJssel, Bospolderstraat          |  0.00551015792155902
 1377888         | Delfzijl, Station (Perron A)                     | 654644          | Delfzijl, Station (Perron E)                     |  0.00553163830276871
 1421478         | Venray, Station                                  | 679127          | Venray, Station A                                |  0.00556256074087827
 1330344         | Wijk bij Duurstede, Steenstraat-Centrum          | 1378638         | Wijk bij Duurstede, Steenstraat/Centrum          |  0.00557293156695628
 355354          | Den Helder, Station                              | NL:S:34000010   | Den Helder, Station                              |  0.00557858143381183
 1238800         | Lisse,Centrum                                    | 1242279         | Lisse, Centrum                                   |  0.00559242404337249
 1331987         | Groningen, Hoofdstation (Perron W)               | 654943          | Groningen, Hoofdstation (Perron V)               |  0.00560850758902423
 1330086         | Soesterberg, Bethanië/Hebron                     | 674874          | Soesterberg, Bethanie/Hebron                     |  0.00562408091419729
 1400584         | Utrecht, Station Lunetten (Perron B)             | 826464          | Utrecht, Station Lunetten (Perron A)             |  0.00562565043000443
 1420846         | Uden, Busstation (D)                             | 1420952         | Uden, Busstation (E)                             |  0.00563663313530422
 1241239         | Rotterdam, Rotterdam Centraal perron B           | 1501594         | Rotterdam, Rotterdam Centraal perron C           |  0.00564109497436584
 1332747         | Groningen, P3 / Boumaboulevard (Perron B)        | 655256          | Groningen, P3 / Boumaboulevard (Perron A)        |   0.0056625247988765
 1331717         | Groningen, Hoofdstation (Perron M)               | 654605          | Groningen, Hoofdstation (Perron N)               |  0.00568234751098001
 674017          | Vleuten, Vleuterweide Centrum                    | 826442          | Vleuten, Vleuterweide-Centrum                    |  0.00568775811230586
 1333551         | Assen, Selma Lagerlöflaan                        | 650041          | Assen, Selma Lagerloflaan                        |  0.00569214957808725
 387997          | Nieuw Vossemeer, Slaakdam                        | 435394          | Nieuw-Vossemeer, Slaakdam                        |  0.00569248950332068
 1238998         | Roermond, Station Perron E                       | 679279          | Roermond, Station Perron D                       |  0.00569386487928694
 1215489         | Gorinchem, Station (perron A)                    | 3362            | Gorinchem, Station (perron F)                    |  0.00569716873763839
 1135216         | Gorinchem, Station (perron A)                    | 3362            | Gorinchem, Station (perron F)                    |  0.00569716873763839
 1420242         | Wassenaar, van Oldenbarneveltweg                 | 81389           | Wassenaar, Van Oldenbarneveltweg                 |  0.00571437361670652
 1332125         | Winschoten, Station (Perron B)                   | 1332942         | Winschoten, Station (Perron A)                   |  0.00573460507193751
 1355730         | Doetinchem, Station (C)                          | 1355747         | Doetinchem, Station (D)                          |    0.005736669877153
 1333793         | Emmen, Station (Perron H)                        | 1334129         | Emmen, Station (Perron F)                        |  0.00576014563871437
 1331218         | Emmen, Station (Perron E)                        | 1334129         | Emmen, Station (Perron F)                        |  0.00576014563871437
 1420846         | Uden, Busstation (D)                             | 1420920         | Uden, Busstation (C)                             |  0.00582337477034064
 1332505         | Assen, M.L. Kingweg (Perron B)                   | 1333857         | Assen, M.L. Kingweg (Perron A)                   |  0.00587245400257626
 1378093         | Zuidhorn, Station (Perron A)                     | 1378120         | Zuidhorn, Station (Perron B)                     |   0.0059140252397406
 1331715         | Groningen, Hoofdstation (Perron R)               | 1331716         | Groningen, Hoofdstation (Perron S)               |  0.00591808825979542
 506803          | Leiden, Centraal                                 | 53896           | Leiden Centraal                                  |  0.00599436636547408
 1330150         | Utrecht, Station Leidsche Rijn (Perron C)        | 1400546         | Utrecht, Station Leidsche Rijn (Perron A)        |  0.00604509400609237
 103729          | Zeeland, Udenseweg N265                          | 419617          | Zeeland, Udenseweg/N265                          |  0.00605952870437238
 674             | 's-Heerenberg, Busstation                        | NL:S:41790030   | 'S-Heerenberg, Busstation                        |  0.00610560647449102
 1045            | 's-Heerenberg, Busstation                        | NL:S:41790030   | 'S-Heerenberg, Busstation                        |  0.00610560647449102
 506695          | Leiden, Centraal                                 | 53896           | Leiden Centraal                                  |  0.00610915808292518
 506813          | Leiden, Centraal                                 | 53896           | Leiden Centraal                                  |  0.00610915808292518
 1377659         | Haarlem, Station E                               | NL:S:55000050   | Haarlem, Station                                 |  0.00620224876167071
 1355745         | Doetinchem, Station (B)                          | 1355746         | Doetinchem, Station (A)                          |  0.00623293478143999
 1421427         | Venray, Station A                                | NL:S:69710500   | Venray, Station                                  |  0.00629395055271814
 1421533         | Venlo, Station Perron B                          | 1421562         | Venlo, Station Perron D                          |  0.00630164727256117
 506692          | Leiden, Centraal                                 | 53896           | Leiden Centraal                                  |  0.00630365345703282
 1217584         | Naaldwijk, Busstation (Perron E)                 | 1217585         | Naaldwijk, Busstation (Perron F)                 |  0.00630709661109679
 1377602         | Haarlem, Station D                               | 1377659         | Haarlem, Station E                               |  0.00631305698211162
 1356134         | Utrecht, CS Jaarbeursplein (Perron G2)           | 1356136         | Utrecht, CS Jaarbeursplein (Perron G4)           |  0.00635285203311469
 1217301         | Rijswijk, Van Vredenburchweg                     | 1217762         | Rijswijk, van Vredenburchweg                     |  0.00636042395358727
 1059129         | Haarlem, Station                                 | 1420643         | Haarlem, Station C                               |    0.006428664754278
 1329613         | Vleuten, Eyckenstein                             | 673556          | Vleuten, Eykenstein                              |  0.00645290554716718
 1215489         | Gorinchem, Station (perron A)                    | 1400443         | Gorinchem, Station (perron F)                    |  0.00645832731150837
 1135216         | Gorinchem, Station (perron A)                    | 1400443         | Gorinchem, Station (perron F)                    |  0.00645832731150837
 1215495         | Gorinchem, Station (perron A)                    | 3362            | Gorinchem, Station (perron F)                    |   0.0064583288189101
 1377659         | Haarlem, Station E                               | 1420643         | Haarlem, Station C                               |  0.00646215242389797
 1420901         | 's-Hertogenbosch, Centraal Station (J)           | 1421040         | 's-Hertogenbosch, Centraal Station (H)           |  0.00647717526119199
 1421039         | 's-Hertogenbosch, Centraal Station (G)           | 1421041         | 's-Hertogenbosch, Centraal Station (E)           |  0.00647718027685239
 1134564         | Nieuwerkerk ad IJssel, Begoniaveld               | 81270           | Nieuwerkerk a/d IJssel, Begoniaveld              |  0.00648887233547608
 1334159         | Delfzijl, Station (Perron B)                     | 1377888         | Delfzijl, Station (Perron A)                     |  0.00653328454805378
 1401108         | Groningen, Zernike Noord (Perron C)              | 1401126         | Groningen, Zernike Noord (Perron E)              |  0.00662355044809034
 1333271         | Noordscheschut, Zwartedijkje                     | 827153          | Noordscheschut, Zwarte Dijkje                    |  0.00662699362257953
 1501443         | Krimpen ad IJssel, Middenwetering                | 252487          | Krimpen a/d IJssel, Middenwetering               |  0.00663429817879304
 1217161         | Delft, Station Delft (Perron H)                  | 1501700         | Delft, Station Delft (Perron I)                  |   0.0066366920437222
 1331720         | Groningen, Hoofdstation (Perron U)               | 654943          | Groningen, Hoofdstation (Perron V)               |  0.00667079512134236
 1356135         | Utrecht, CS Jaarbeursplein (Perron G3)           | 1356137         | Utrecht, CS Jaarbeursplein (Perron G5)           |   0.0066715461442247
 316259          | Utrecht, P+R Papendorp                           | 674052          | Utrecht, P-R Papendorp                           |  0.00668091153651729
 1215522         | Vianen, Busstation Lekbrug (oost)                | NL:S:51340241   | Vianen, Busstation Lekbrug (Oost)                |  0.00668900589324552
 1377602         | Haarlem, Station D                               | 1377653         | Haarlem, Station B                               |  0.00671405241756699
 1217163         | Delft, Station Delft (Perron F)                  | 1501758         | Delft, Station Delft (Perron G)                  |  0.00678677796585039
 506720          | Leiden, Centraal                                 | 53896           | Leiden Centraal                                  |  0.00682106234146247
 1238284         | Rotterdam, Rotterdam Centraal perron D           | 1240321         | Rotterdam, Rotterdam Centraal perron C           |  0.00682694218621986
 1377653         | Haarlem, Station B                               | 1377659         | Haarlem, Station E                               |  0.00683662563223369
 1331793         | Appingedam, Busstation (Perron D)                | 1333342         | Appingedam, Busstation (Perron B)                |  0.00686150675929275
 1479336         | Vaals, Busstation Perron A                       | 1479355         | Vaals, Busstation Perron B                       |  0.00687133924594492
 1356133         | Utrecht, CS Jaarbeursplein (Perron G1)           | 1356135         | Utrecht, CS Jaarbeursplein (Perron G3)           |  0.00687790821122792
 1217108         | Naaldwijk, Busstation (Perron C)                 | 1217848         | Naaldwijk, Busstation (Perron D)                 |  0.00688087721696428
 1331719         | Groningen, Hoofdstation (Perron T)               | 1331720         | Groningen, Hoofdstation (Perron U)               |  0.00690762608776453
 1420902         | 's-Hertogenbosch, Centraal Station (D)           | 1421042         | 's-Hertogenbosch, Centraal Station (F)           |  0.00692765157548149
 1420836         | Reek, Mgr. Borretstraat                          | 416837          | Reek, Mgr Borretstraat                           |  0.00694060070431334
 1421038         | 's-Hertogenbosch, Centraal Station (I)           | 1421039         | 's-Hertogenbosch, Centraal Station (G)           |    0.006947698504595
 1331588         | Meppel, Station (Perron D)                       | 1401118         | Meppel, Station (Perron A)                       |  0.00695531326530926
 1330596         | De Bilt, Tunneltje De Bilt                       | 665273          | De Bilt, Tunneltje de Bilt                       |  0.00697039723188539
 1331986         | Groningen, Hoofdstation (Perron X)               | 1331989         | Groningen, Hoofdstation (Perron Z)               |  0.00697914634538765
 1330096         | Zeist, Busstation (Perron B)                     | 1400521         | Zeist, Busstation (Perron C)                     |  0.00700380868230503
 650662          | Nieuwegein, Stadscentrum (Perron F)              | 650859          | Nieuwegein, Stadscentrum (Perron D)              |  0.00700734906588507
 679127          | Venray, Station A                                | NL:S:69710500   | Venray, Station                                  |  0.00704627162522945
 1421041         | 's-Hertogenbosch, Centraal Station (E)           | 1421043         | 's-Hertogenbosch, Centraal Station (C)           |  0.00704695974165429
 1420902         | 's-Hertogenbosch, Centraal Station (D)           | 323590          | 's-Hertogenbosch, Centraal Station (B)           |  0.00704696084809656
 1217760         | Delft, Station Delft (Perron G)                  | 1501696         | Delft, Station Delft (Perron H)                  |  0.00705345273468722
 1501696         | Delft, Station Delft (Perron H)                  | 1501698         | Delft, Station Delft (Perron F)                  |  0.00705345273468722
 1421040         | 's-Hertogenbosch, Centraal Station (H)           | 1421042         | 's-Hertogenbosch, Centraal Station (F)           |  0.00706666768045808
 3362            | Gorinchem, Station (perron F)                    | 3871            | Gorinchem, Station (perron A)                    |  0.00708511700347155
 1421400         | Venlo, Station Perron C                          | 1421547         | Venlo, Station Perron A                          |  0.00709398607876926
 1356136         | Utrecht, CS Jaarbeursplein (Perron G4)           | 1356138         | Utrecht, CS Jaarbeursplein (Perron G6)           |  0.00711496829794292
 1133639         | Rotterdam, Zuidplein perron K                    | 1377746         | Rotterdam, Zuidplein perron M                    |  0.00711642451167368
 1237172         | Zwolle, Katwolderplein/centrum                   | 417390          | Zwolle, Katwolderplein/Centrum                   |  0.00713599011179766
 1217162         | Delft, Station Delft (Perron E)                  | 1501698         | Delft, Station Delft (Perron F)                  |  0.00715041563774564
 1217162         | Delft, Station Delft (Perron E)                  | 1217760         | Delft, Station Delft (Perron G)                  |  0.00715041563774564
 644338          | Schagen , Clusius College                        | 644407          | Schagen, Clusius College                         |  0.00717118268078239
 1501700         | Delft, Station Delft (Perron I)                  | 1501758         | Delft, Station Delft (Perron G)                  |  0.00718517927567586
 1099928         | Delft, TU Mekelpark                              | 1217481         | Delft, TU - Mekelpark                            |  0.00718608425767831
 1501697         | Delft, Station Delft (Perron E)                  | 1501758         | Delft, Station Delft (Perron G)                  |  0.00724954216456433
 238131          | Dordrecht, Centraal Station (perron C)           | 325629          | Dordrecht, Centraal Station (perron A)           |  0.00726216486178027
 409993          | Dordrecht, Centraal Station (perron A)           | 439707          | Dordrecht, Centraal Station (perron C)           |  0.00726216486178027
 3901            | Dordrecht, Centraal Station (perron A)           | 439707          | Dordrecht, Centraal Station (perron C)           |  0.00726216486178027
 325629          | Dordrecht, Centraal Station (perron A)           | 439707          | Dordrecht, Centraal Station (perron C)           |  0.00726216486178027
 238131          | Dordrecht, Centraal Station (perron C)           | 409993          | Dordrecht, Centraal Station (perron A)           |  0.00726216486178027
 238131          | Dordrecht, Centraal Station (perron C)           | 3901            | Dordrecht, Centraal Station (perron A)           |  0.00726216486178027
 1377653         | Haarlem, Station B                               | 357304          | Haarlem, Station                                 |  0.00727084089670854
 679765          | Gulpen, Busstation Perron B                      | 679791          | Gulpen, Busstation Perron C                      |  0.00727272673433833
 1215495         | Gorinchem, Station (perron A)                    | 1400443         | Gorinchem, Station (perron F)                    |  0.00727391870313653
 1479366         | Heerlen, Busstation Perron B                     | 1479528         | Heerlen, Busstation Perron C                     |  0.00729835505293902
 1217165         | Delft, Station Delft (Perron I)                  | 1217760         | Delft, Station Delft (Perron G)                  |  0.00732403225540328
 1217165         | Delft, Station Delft (Perron I)                  | 1501698         | Delft, Station Delft (Perron F)                  |  0.00732403225540328
 1217161         | Delft, Station Delft (Perron H)                  | 1217163         | Delft, Station Delft (Perron F)                  |  0.00732403535204616
 1330218         | Soesterberg, Dumoulinkazerne                     | 675440          | Soesterberg, Du Moulinkazerne                    |  0.00732648888946394
 1331727         | Emmen, Station (Perron C)                        | 1332984         | Emmen, Station (Perron A)                        |  0.00738166901357244
 1331499         | Delfzijl, Station (Perron F)                     | 1378265         | Delfzijl, Station (Perron C)                     |  0.00741710703269366
 1332630         | Assen, Station (Perron F)                        | 1332847         | Assen, Station (Perron B)                        |  0.00743927813067916
 1331662         | Assen, Station (Perron E)                        | 1332847         | Assen, Station (Perron B)                        |  0.00743927813067916
 1330994         | Assen, Station (Perron H)                        | 1378266         | Assen, Station (Perron C)                        |  0.00744146994884535
 1217587         | Voorburg, Stat. Voorburg (Perron G)              | 1420038         | Voorburg, Stat. Voorburg (Perron F)              |  0.00744487441326103
 1421036         | 's-Hertogenbosch, Centraal Station (K)           | 1421040         | 's-Hertogenbosch, Centraal Station (H)           |  0.00745590698591619
 1216733         | Leiden, Centraal                                 | 53896           | Leiden Centraal                                  |  0.00746020407881935
 1238705         | UIthoorn, Busstation                             | 441171          | Uithoorn, Busstation                             |  0.00746095807365542
 1420643         | Haarlem, Station C                               | 357304          | Haarlem, Station                                 |  0.00746175738526234
 1133642         | Rotterdam, Zuidplein perron N                    | 1196136         | Rotterdam, Zuidplein perron L                    |  0.00746413575371481
 1479483         | Maastricht, Station Perron C                     | 1479539         | Maastricht, Station Perron B                     |  0.00747457824395107
 646037          | Weert, Station Perron E                          | 679291          | Weert, Station Perron D                          |  0.00748648686561533
 1217084         | Den Haag, Den Haag C. (Perron G)                 | 1217085         | Den Haag, Den Haag C. (Perron J)                 |  0.00749879419234076
 1400013         | Den Haag, Centraal Station (perron D)            | 652188          | Den Haag, Centraal Station (perron C)            |  0.00750045334092604
 1216523         | Maastricht, Station Perron A                     | 1479483         | Maastricht, Station Perron C                     |  0.00750109632568297
 1421400         | Venlo, Station Perron C                          | 1421497         | Venlo, Station Perron E                          |  0.00750835730137027
 1331315         | Meppel, Station (Perron C)                       | 1378196         | Meppel, Station (Perron B)                       |  0.00752471941887543
 1333410         | Meppel, Station (Perron C)                       | 1378196         | Meppel, Station (Perron B)                       |  0.00752471941887543
 1331139         | Winschoten, Station (Perron C)                   | 1333893         | Winschoten, Station (Perron D)                   |  0.00752989005810242
 1421487         | Venlo, Station Perron F                          | 1421562         | Venlo, Station Perron D                          |  0.00754243493255644
 652187          | Den Haag, Centraal Station (perron A)            | 652189          | Den Haag, Centraal Station (perron B)            |  0.00755417802853998
 1333799         | Assen, Selma Lagerlöflaan                        | 649957          | Assen, Selma Lagerloflaan                        |  0.00757719303712401
 1479366         | Heerlen, Busstation Perron B                     | 1479529         | Heerlen, Busstation Perron C                     |  0.00759766823568096
 646888          | Valkenburg, Station Arriva Perron B              | 679695          | Valkenburg, Station Arriva Perron C              |  0.00762773438748027
 1216564         | Maastricht, Station Perron H                     | 647025          | Maastricht, Station Perron B                     |  0.00765143257763088
 1329555         | Nieuwegein, Stadscentrum (Perron E)              | 1400484         | Nieuwegein, Stadscentrum (Perron G)              |  0.00767015590745231
 1332066         | Appingedam, Busstation (Perron E)                | 1333605         | Appingedam, Busstation (Perron C)                |  0.00769317005319393
 1420153         | Arnhem, Huyghenslaan                             | 815             | Arnhem, Huijghenslaan                            |  0.00771038273819825
 859733          | Amsterdam Van der Madeweg                        | 96458           | Amsterdam, Van der Madeweg                       |  0.00772364761716737
 1238713         | Lisse, Centrum                                   | 1238800         | Lisse,Centrum                                    |   0.0077294718380862
 1333859         | Emmen, Station (Perron L)                        | 979088          | Emmen, Station (Perron J)                        |  0.00773336515920689
 1100652         | Krimpen ad IJssel, Koekoekstraat                 | 1401020         | Krimpen a/d IJssel, Koekoekstraat                |  0.00782159444504117
 646399          | Gulpen, Busstation Perron A                      | 647834          | Gulpen, Busstation Perron B                      |  0.00784254763256796
 1217161         | Delft, Station Delft (Perron H)                  | 1501697         | Delft, Station Delft (Perron E)                  |  0.00785765382608925
 646399          | Gulpen, Busstation Perron A                      | 679765          | Gulpen, Busstation Perron B                      |  0.00786867004510494
 1400443         | Gorinchem, Station (perron F)                    | 3871            | Gorinchem, Station (perron A)                    |  0.00788467290225178
 679765          | Gulpen, Busstation Perron B                      | 784126          | Gulpen, Busstation Perron A                      |  0.00788821187092434
 1217083         | Den Haag, Den Haag C. (Perron F)                 | 1217084         | Den Haag, Den Haag C. (Perron G)                 |  0.00789755331825509
 1099929         | Delft, TU Aula                                   | 1217452         | Delft, TU - Aula                                 |  0.00794072978216004
 1217191         | Zoetermeer, Centrum West (Perron C)              | 1217603         | Zoetermeer, Centrum West (Perron E)              |   0.0079732539816608
 679509          | Valkenburg, Station Arriva Perron B              | 679695          | Valkenburg, Station Arriva Perron C              |  0.00799305646172264
 1421427         | Venray, Station A                                | 1421478         | Venray, Station                                  |  0.00800084468837015
 1479463         | Sittard, Busstation Perron B                     | 1479473         | Sittard, Busstation Perron A                     |  0.00800994616912278
 646888          | Valkenburg, Station Arriva Perron B              | 647592          | Valkenburg, Station Arriva Perron C              |  0.00801854484138746
 647834          | Gulpen, Busstation Perron B                      | 784126          | Gulpen, Busstation Perron A                      |  0.00804273748075428
 1420982         | Uden, Busstation (G)                             | 1420999         | Uden, Busstation (H)                             |  0.00804594435177076
 177             | Doesburg, Tunnel Angerlo                         | 415528          | Doesburg, tunnel Angerlo                         |  0.00804931446227615
 1355730         | Doetinchem, Station (C)                          | 1355745         | Doetinchem, Station (B)                          |  0.00805713866205258
 1331714         | Groningen, Hoofdstation (Perron Q)               | 1331715         | Groningen, Hoofdstation (Perron R)               |  0.00806908630425932
 1329555         | Nieuwegein, Stadscentrum (Perron E)              | 1329839         | Nieuwegein, Stadscentrum (Perron C)              |  0.00808876892087975
 1329906         | Utrecht, CS Jaarbeurszijde (Perron C8)           | 1329986         | Utrecht, CS Jaarbeurszijde (Perron D3)           |  0.00809573035119558
 1377602         | Haarlem, Station D                               | 511218          | Haarlem, Station                                 |  0.00810694680338572
 1377602         | Haarlem, Station D                               | 1377603         | Haarlem, Station F                               |  0.00810694680338572
 1479313         | Heerlen, Busstation Perron F                     | 1479552         | Heerlen, Busstation Perron D                     |  0.00811339072644313
 1330408         | Zeist, Station Driebergen-Zeist (Perron H)       | 1330443         | Zeist, Station Driebergen-Zeist (Perron F)       |  0.00814789200207221
 1331987         | Groningen, Hoofdstation (Perron W)               | 1331990         | Groningen, Hoofdstation (Perron Y)               |  0.00816507904336719
 1331727         | Emmen, Station (Perron C)                        | 1333793         | Emmen, Station (Perron H)                        |  0.00817262408429209
 1331218         | Emmen, Station (Perron E)                        | 1331727         | Emmen, Station (Perron C)                        |  0.00817262408429209
 1059129         | Haarlem, Station                                 | 1377653         | Haarlem, Station B                               |   0.0081861059787834
 1330967         | Emmen, Station (Perron D)                        | 1334129         | Emmen, Station (Perron F)                        |  0.00818881250185951
 1501051         | Hoogvliet Rotterdam, Hoogvliet Metro Busperron B | 1501252         | Hoogvliet Rotterdam, Hoogvliet Metro Busperron D |  0.00822073300657916
 1501051         | Hoogvliet Rotterdam, Hoogvliet Metro Busperron B | 1501053         | Hoogvliet Rotterdam, Hoogvliet Metro Busperron D |  0.00822073300657916
 54721           | Rotterdam Blaak                                  | NL:S:31008134   | Rotterdam, Blaak                                 |  0.00826043986262679
 1501482         | Rotterdam, Blaak                                 | 54721           | Rotterdam Blaak                                  |  0.00826043986262679
 1501483         | Rotterdam, Blaak                                 | 54721           | Rotterdam Blaak                                  |  0.00826043986262679
 366626          | Hoorn, Charlotte v.Pallandthof                   | 521414          | Hoorn, Charlotte v. Pallandthof                  |  0.00826314105957056
 87355           | Den Haag Centraal                                | 99036           | Den Haag, Centraal                               |  0.00827043014714485
 1331499         | Delfzijl, Station (Perron F)                     | 1377888         | Delfzijl, Station (Perron A)                     |  0.00829384106652764
 1333266         | Winschoten, Station (Perron E)                   | 1333540         | Winschoten, Station (Perron F)                   |  0.00832899985351287
 177             | Doesburg, Tunnel Angerlo                         | 417596          | Doesburg, tunnel Angerlo                         |  0.00836337380210548
 1401099         | Groningen, Zernike Noord (Perron G)              | 1401126         | Groningen, Zernike Noord (Perron E)              |  0.00838270316662325
 1216523         | Maastricht, Station Perron A                     | 1479290         | Maastricht, Station Perron C                     |  0.00841189363862566
 645937          | Weert, Station Perron B                          | 679231          | Weert, Station Perron A                          |  0.00841351996914416
 647592          | Valkenburg, Station Arriva Perron C              | 679509          | Valkenburg, Station Arriva Perron B              |  0.00841627796976076
 1479290         | Maastricht, Station Perron C                     | 1479539         | Maastricht, Station Perron B                     |  0.00853134690439619
 679287          | Roermond, Station Perron C                       | 679337          | Roermond, Station Perron A                       |  0.00865130376249817
 1479330         | Kerkrade, Busstation Perron F                    | 1479432         | Kerkrade, Busstation Perron A                    |  0.00865668377448743
 1217602         | Zoetermeer, Centrum West (Perron G)              | 1217603         | Zoetermeer, Centrum West (Perron E)              |  0.00869631148742916
 357415          | Nijmegen, Station Dukenburg (C)                  | 357416          | Nijmegen, Station Dukenburg (D)                  |   0.0086978912301802
 357415          | Nijmegen, Station Dukenburg (C)                  | 357417          | Nijmegen, Station Dukenburg (E)                  |   0.0086978912301802
 355333          | Nijmegen, Station Dukenburg (A)                  | 357418          | Nijmegen, Station Dukenburg (F)                  |   0.0086978912301802
 355333          | Nijmegen, Station Dukenburg (A)                  | 357416          | Nijmegen, Station Dukenburg (D)                  |   0.0086978912301802
 357414          | Nijmegen, Station Dukenburg (B)                  | 357416          | Nijmegen, Station Dukenburg (D)                  |   0.0086978912301802
 357414          | Nijmegen, Station Dukenburg (B)                  | 357418          | Nijmegen, Station Dukenburg (F)                  |   0.0086978912301802
 357415          | Nijmegen, Station Dukenburg (C)                  | 357418          | Nijmegen, Station Dukenburg (F)                  |   0.0086978912301802
 357414          | Nijmegen, Station Dukenburg (B)                  | 357417          | Nijmegen, Station Dukenburg (E)                  |   0.0086978912301802
 355333          | Nijmegen, Station Dukenburg (A)                  | 357417          | Nijmegen, Station Dukenburg (E)                  |   0.0086978912301802
 1401105         | Groningen, Zernike Noord (Perron A)              | 1401108         | Groningen, Zernike Noord (Perron C)              |  0.00869889065045772
 1330967         | Emmen, Station (Perron D)                        | 1332026         | Emmen, Station (Perron B)                        |  0.00870007747502705
 1332145         | Uithuizen, Station (Perron A)                    | 1332414         | Uithuizen, Station (Perron C)                    |   0.0087052261198648
 1334159         | Delfzijl, Station (Perron B)                     | 654644          | Delfzijl, Station (Perron E)                     |  0.00870961810908741
 1332018         | Delfzijl, Station (Perron D)                     | 1334159         | Delfzijl, Station (Perron B)                     |  0.00873842932921779
 1479309         | Sittard, Busstation Perron D                     | 1479533         | Sittard, Busstation Perron F                     |  0.00874992114555687
 1479309         | Sittard, Busstation Perron D                     | 1479534         | Sittard, Busstation Perron F                     |  0.00874992114555687
 1356133         | Utrecht, CS Jaarbeursplein (Perron G1)           | 1356136         | Utrecht, CS Jaarbeursplein (Perron G4)           |  0.00879079641697927
 1331139         | Winschoten, Station (Perron C)                   | 1333266         | Winschoten, Station (Perron E)                   |  0.00881222455655123
 1100202         | Rotterdam, Rotterdam Centraal perron FF          | 1134552         | Rotterdam, Rotterdam Centraal perron EE          |  0.00882040115418552
